CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL1781859	104151	Solute carrier organic anion transporter family member 1A1	P46720	SINGLE PROTEIN	Rattus norvegicus	133	265
CHEMBL2073676	104617	Canalicular multispecific organic anion transporter 1	Q63120	SINGLE PROTEIN	Rattus norvegicus	125	238
CHEMBL2073680	104621	Solute carrier organic anion transporter family member 2A1	Q00910	SINGLE PROTEIN	Rattus norvegicus	44	77
CHEMBL2073682	104623	Canalicular multispecific organic anion transporter 2	O88563	SINGLE PROTEIN	Rattus norvegicus	20	74
CHEMBL2073683	104624	Canalicular multispecific organic anion transporter 2	B2RX12	SINGLE PROTEIN	Mus musculus	15	15
CHEMBL2073700	104641	Solute carrier organic anion transporter family member 1A4	Q9EP96	SINGLE PROTEIN	Mus musculus	15	16
CHEMBL2073703	104644	Solute carrier organic anion transporter family member 2A1	Q92959	SINGLE PROTEIN	Homo sapiens	15	17
CHEMBL2073712	104653	Multidrug resistance-associated protein 6	O88269	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL2073720	104661	Monocarboxylate transporter 8	Q8K1P8	SINGLE PROTEIN	Rattus norvegicus	15	28
CHEMBL1743127	104068	Multidrug and toxin extrusion protein 2	Q86VL8	SINGLE PROTEIN	Homo sapiens	44	55
CHEMBL2073670	104611	Solute carrier family 22 member 1	Q63089	SINGLE PROTEIN	Rattus norvegicus	70	176
CHEMBL2073672	104613	Solute carrier family 22 member 8	O88909	SINGLE PROTEIN	Mus musculus	60	129
CHEMBL2095152	104737	Sulfonylurea receptors; K-ATP channels	O60706, Q09428, Q14654, Q15842	PROTEIN COMPLEX GROUP	Homo sapiens	323	594
CHEMBL2111346	105045	Serotonin and norepinephrine transporters (SERT/NET)	P23975, P31645	SELECTIVITY GROUP	Homo sapiens	83	90
CHEMBL2095199	104783	Potassium-transporting ATPase	P09626, P18598	PROTEIN COMPLEX	Rattus norvegicus	404	425
CHEMBL6184	102461	Transporter	Q63380	SINGLE PROTEIN	Rattus norvegicus	289	356
CHEMBL3901	11689	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	P16615	SINGLE PROTEIN	Homo sapiens	34	39
CHEMBL3770	10447	Sodium/hydrogen exchanger 2	P50482	SINGLE PROTEIN	Oryctolagus cuniculus	3	6
CHEMBL2176770	105345	Sulfate anion transporter 1	P58735	SINGLE PROTEIN	Mus musculus	5	11
CHEMBL1893	162	Synaptic vesicular amine transporter	Q05940	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL1075302	102854	Sodium/glucose cotransporter 2	Q923I7	SINGLE PROTEIN	Mus musculus	31	48
CHEMBL2073708	104649	Ileal sodium/bile acid cotransporter	P70172	SINGLE PROTEIN	Mus musculus	13	16
CHEMBL4833	10123	Folate transporter 1	P41440	SINGLE PROTEIN	Homo sapiens	35	53
CHEMBL3562161	109757	Amino acid transporter	Q9Z1J7	SINGLE PROTEIN	Rattus norvegicus	21	21
CHEMBL2321620	105609	AcrB protein	Q9AEG1	SINGLE PROTEIN	Enterobacter aerogenes	1	1
CHEMBL3885641	117185	Solute carrier family 12 member 2/member 5	P55011, Q9H2X9	PROTEIN COMPLEX	Homo sapiens	22	22
CHEMBL1807	29	Sodium/potassium-transporting ATPase alpha-1 chain	P05023	SINGLE PROTEIN	Homo sapiens	7	7
CHEMBL1838	267	Vesicular amine transporter 1	P54219	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1874	167	Sodium-(potassium)-chloride cotransporter 2	Q13621	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL1998	31000	Synaptic vesicle glycoprotein 2A	Q7L0J3	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL222	100	Norepinephrine transporter	P23975	SINGLE PROTEIN	Homo sapiens	4567	6924
CHEMBL3136	11564	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	O14983	SINGLE PROTEIN	Homo sapiens	41	50
CHEMBL2778	12909	Ileal bile acid transporter	Q12908	SINGLE PROTEIN	Homo sapiens	354	470
CHEMBL313	12198	Serotonin transporter	P31652	SINGLE PROTEIN	Rattus norvegicus	4330	5720
CHEMBL3058	12589	Sodium/hydrogen exchanger 5	Q14940	SINGLE PROTEIN	Homo sapiens	10	16
CHEMBL3884	20092	Sodium/glucose cotransporter 2	P31639	SINGLE PROTEIN	Homo sapiens	1437	2049
CHEMBL338	13077	Dopamine transporter	P23977	SINGLE PROTEIN	Rattus norvegicus	3306	5943
CHEMBL3494	100615	Sodium/calcium exchanger 1	P48766	SINGLE PROTEIN	Cavia porcellus	21	21
CHEMBL4828	10309	Synaptic vesicular amine transporter	Q01827	SINGLE PROTEIN	Rattus norvegicus	227	436
CHEMBL5205	100340	GABA transporter 3	P31649	SINGLE PROTEIN	Mus musculus	369	454
CHEMBL5269	101139	Solute carrier family 22 member 20	Q80UJ1	SINGLE PROTEIN	Mus musculus	45	86
CHEMBL5336	100953	Cycloheximide resistance protein	Q5ABU7	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	2	2
CHEMBL5641	102463	V-type proton ATPase subunit B, brain isoform	P21281	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL1287627	103629	Cytochrome b-245 heavy chain	P04839	SINGLE PROTEIN	Homo sapiens	102	166
CHEMBL5874	102692	Solute carrier family 2, facilitated glucose transporter member 4	P14672	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL1697658	103937	Pleiotropic ABC efflux transporter of multiple drugs	P33302	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	23	46
CHEMBL1781860	104152	Solute carrier organic anion transporter family member 1A4	O35913	SINGLE PROTEIN	Rattus norvegicus	75	114
CHEMBL2073677	104618	Solute carrier family 22 member 11	Q9NSA0	SINGLE PROTEIN	Homo sapiens	58	79
CHEMBL2007630	104488	ATP-binding cassette sub-family B member 6, mitochondrial	Q9NP58	SINGLE PROTEIN	Homo sapiens	20	20
CHEMBL2073689	104630	Solute carrier organic anion transporter family member 3A1	Q99N02	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2073697	104638	Solute carrier organic anion transporter family member 1C1	Q9NYB5	SINGLE PROTEIN	Homo sapiens	20	20
CHEMBL2073701	104642	Solute carrier organic anion transporter family member 4A1	Q99N01	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2073711	104652	Multidrug resistance-associated protein 4	Q6QMG6	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL1250404	103518	Cytochrome c oxidase subunit 2	O78750	SINGLE PROTEIN	Ovis aries	8	8
CHEMBL1250410	103524	Solute carrier family 2, facilitated glucose transporter member 4	P14142	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL2095175	104760	Monoamine transporters; Norepininephrine & dopamine	P23977, Q9WTR4	SELECTIVITY GROUP	Rattus norvegicus	489	561
CHEMBL2095198	104782	Sulfonylurea receptor 2, Kir6.2	O60706, Q14654	PROTEIN COMPLEX	Homo sapiens	119	426
CHEMBL1926497	104392	NADPH oxidase 5	Q96PH1	SINGLE PROTEIN	Homo sapiens	53	53
CHEMBL3038487	107913	Kir6.2/SUR1	P70673, Q09429	PROTEIN COMPLEX	Rattus norvegicus	4	4
CHEMBL2176795	105370	ATP synthase subunit alpha, mitochondrial	P15999	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL1287614	103616	Equilibrative nucleoside transporter 2	O54699	SINGLE PROTEIN	Rattus norvegicus	12	20
CHEMBL4693	100660	Sarcoplasmic/endoplasmic reticulum calcium ATP-ase	P04191	SINGLE PROTEIN	Oryctolagus cuniculus	45	51
CHEMBL6011	101416	Cytochrome c oxidase subunit 1	O78749	SINGLE PROTEIN	Ovis aries	33	40
CHEMBL3509590	109679	Solute carrier organic anion transporter family member	Q95KY9	SINGLE PROTEIN	Bos taurus	2	21
CHEMBL3509606	109695	Equilibrative nucleoside transporter 2	Q14542	SINGLE PROTEIN	Homo sapiens	3	8
CHEMBL3585236	109814	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	Q64578	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2366567	106711	Chloroplast coupling factor 1	P00825, P00833, P05435, P06450, P06451, P06453, P11402, P31853, P69447	PROTEIN COMPLEX	Spinacia oleracea	1	9
CHEMBL2331047	105643	Sodium/iodide cotransporter	Q63008	SINGLE PROTEIN	Rattus norvegicus	82	83
CHEMBL2390814	107607	Urea transporter 1	Q13336	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3317335	109456	Sodium-dependent proline transporter	Q99884	SINGLE PROTEIN	Homo sapiens	54	54
CHEMBL3885598	117142	Kv channel-interacting protein 2/Potassium voltage-gated channel subfamily D member 3	Q9NS61, Q9UK17	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3885640	117184	Sodium/potassium-transporting ATPase subunit alpha-2/alpha-3	P06686, P06687	PROTEIN COMPLEX	Rattus norvegicus	8	8
CHEMBL1876	151	Thiazide-sensitive sodium-chloride cotransporter	P55017	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL228	121	Serotonin transporter	P31645	SINGLE PROTEIN	Homo sapiens	6282	9333
CHEMBL3217	11690	Vacuolar ATP synthase subunit B, kidney isoform	P15313	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL2601	17000	Adenosine transporter 1	Q9Y0I0	SINGLE PROTEIN	Trypanosoma brucei	37	37
CHEMBL2933	17093	Potassium-transporting ATPase alpha chain 2	P54707	SINGLE PROTEIN	Homo sapiens	82	83
CHEMBL4642	12440	Serotonin transporter	Q60857	SINGLE PROTEIN	Mus musculus	107	142
CHEMBL4360	100467	Monocarboxylate transporter 1	P53985	SINGLE PROTEIN	Homo sapiens	85	133
CHEMBL4535	100571	GABA transporter 2	Q9NSD5	SINGLE PROTEIN	Homo sapiens	40	49
CHEMBL4889	12614	GABA transporter 2	P31646	SINGLE PROTEIN	Rattus norvegicus	33	36
CHEMBL5374	12822	Sodium/glucose cotransporter 1	P53790	SINGLE PROTEIN	Rattus norvegicus	9	10
CHEMBL5445	100339	GABA transporter 1	P31648	SINGLE PROTEIN	Mus musculus	524	806
CHEMBL6170	101468	Cytochrome b5	P00167	SINGLE PROTEIN	Homo sapiens	4	5
CHEMBL6020	102394	Bile salt export pump	O95342	SINGLE PROTEIN	Homo sapiens	146	179
CHEMBL1681613	103906	Multidrug resistance protein mdtK	P37340	SINGLE PROTEIN	Escherichia coli (strain K12)	5	10
CHEMBL1641361	103843	ATP-binding cassette sub-family A member 1	P41233	SINGLE PROTEIN	Mus musculus	57	58
CHEMBL1287615	103617	Sodium/nucleoside cotransporter 1	Q62674	SINGLE PROTEIN	Rattus norvegicus	2	8
CHEMBL2073684	104625	Solute carrier family 22 member 3	Q9WTW5	SINGLE PROTEIN	Mus musculus	7	10
CHEMBL2073685	104626	Solute carrier organic anion transporter family member 3A1	Q9UIG8	SINGLE PROTEIN	Homo sapiens	15	19
CHEMBL2073687	104628	Multidrug resistance-associated protein 7	Q5T3U5	SINGLE PROTEIN	Homo sapiens	29	31
CHEMBL2073692	104633	Solute carrier organic anion transporter family member 1A5	O88397	SINGLE PROTEIN	Rattus norvegicus	37	48
CHEMBL2073695	104636	Bile salt export pump	Q9QY30	SINGLE PROTEIN	Mus musculus	23	36
CHEMBL2073698	104639	Solute carrier organic anion transporter family member 2B1	Q9JHI3	SINGLE PROTEIN	Rattus norvegicus	11	13
CHEMBL2073699	104640	Solute carrier organic anion transporter family member 2A1	Q9EPT5	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2073713	104654	Sodium/bile acid cotransporter	O08705	SINGLE PROTEIN	Mus musculus	5	9
CHEMBL2073715	104656	Solute carrier family 22 member 21	Q9WTN6	SINGLE PROTEIN	Mus musculus	7	8
CHEMBL2073716	104657	Solute carrier family 22 member 7	Q91WU2	SINGLE PROTEIN	Mus musculus	15	15
CHEMBL2073717	104658	Monocarboxylate transporter 10	Q91Y77	SINGLE PROTEIN	Rattus norvegicus	46	73
CHEMBL2073721	104662	Solute carrier family 22 member 9	Q8IVM8	SINGLE PROTEIN	Homo sapiens	14	14
CHEMBL2176793	105368	Sodium-dependent multivitamin transporter	O70247	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3286066	108368	Solute carrier family 2, facilitated glucose transporter member 4	P19357	SINGLE PROTEIN	Rattus norvegicus	41	60
CHEMBL3273	12588	Sodium/hydrogen exchanger 3	P48764	SINGLE PROTEIN	Homo sapiens	245	253
CHEMBL3085	11560	Excitatory amino acid transporter 1	P43003	SINGLE PROTEIN	Homo sapiens	202	392
CHEMBL3091264	107975	Multidrug and toxin extrusion protein 1	Q8K0H1	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2163171	105211	Urea transporter 1	Q8VHL0	SINGLE PROTEIN	Mus musculus	21	26
CHEMBL1671612	103899	Cytochrome b-c1 complex subunit 7	P14927	SINGLE PROTEIN	Homo sapiens	20	31
CHEMBL3309025	109163	Probable phospholipid ABC transporter-binding protein MlaB	P64602	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2366457	106601	Cytochrome b-245 light chain	O46521	SINGLE PROTEIN	Bos taurus	5	5
CHEMBL3351189	109513	Sodium-dependent neutral amino acid transporter B(0)AT2	Q9H2J7	SINGLE PROTEIN	Homo sapiens	39	42
CHEMBL2321610	105599	Niemann-Pick C1 protein	O35604	SINGLE PROTEIN	Mus musculus	5	5
